Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Season
496,Luke Kornet,26,CLE,C,2,0,15,1,5,0.2,0,1,0.0,1,4,0.25,0.2,2,3,0.667,2,1,3,1,0,1,0,1,4,0,,2022
496,Luke Kornet,26,MIL,C,1,0,3,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,,2022
496,Luke Kornet,26,BOS,C,12,0,85,12,21,0.571,0,4,0.0,12,17,0.706,0.571,2,3,0.667,10,15,25,8,3,2,0,7,26,0,,2022
497,Devon Dotson,22,CHI,PG,11,0,85,11,23,0.478,2,9,0.222,9,14,0.643,0.522,5,9,0.556,1,8,9,15,1,0,5,11,29,0,,2022
498,James Ennis III,31,3TM,SF,7,0,56,11,24,0.458,3,8,0.375,8,16,0.5,0.521,4,5,0.8,5,7,12,3,2,2,2,5,29,0,,2022
498,James Ennis III,31,BRK,SF,2,0,14,2,7,0.286,1,2,0.5,1,5,0.2,0.357,0,0,0.0,2,3,5,0,1,1,0,0,5,0,,2022
498,James Ennis III,31,LAC,SF,2,0,28,7,11,0.636,2,4,0.5,5,7,0.714,0.727,4,4,1.0,2,3,5,0,1,1,1,4,20,0,,2022
498,James Ennis III,31,DEN,SF,3,0,14,2,6,0.333,0,2,0.0,2,4,0.5,0.333,0,1,0.0,1,1,2,3,0,0,1,1,4,0,,2022
499,Ed Davis,32,CLE,C,31,3,201,11,16,0.688,0,0,0.0,11,16,0.688,0.688,6,14,0.429,14,50,64,7,3,9,5,33,28,0,,2022
500,Mason Jones,23,LAL,SG,4,0,51,7,15,0.467,1,4,0.25,6,11,0.545,0.5,12,15,0.8,1,9,10,4,2,0,1,8,27,0,,2022
501,B.J. Johnson,26,ORL,SF,4,0,65,11,25,0.44,4,10,0.4,7,15,0.467,0.52,0,0,0.0,6,9,15,0,0,1,0,4,26,0,,2022
502,Chris Silva,25,2TM,PF,10,0,91,8,15,0.533,0,0,0.0,8,15,0.533,0.533,10,12,0.833,13,23,36,7,0,1,8,20,26,0,,2022
502,Chris Silva,25,MIN,PF,1,0,3,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,,2022
502,Chris Silva,25,MIA,PF,9,0,88,8,15,0.533,0,0,0.0,8,15,0.533,0.533,10,12,0.833,13,22,35,7,0,1,8,20,26,0,,2022
503,Sam Merrill,25,MEM,SG,6,0,58,8,24,0.333,7,23,0.304,1,1,1.0,0.479,2,4,0.5,1,6,7,4,0,0,2,3,25,0,,2022
504,Carsen Edwards,23,DET,SG,4,0,79,9,30,0.3,4,16,0.25,5,14,0.357,0.367,1,1,1.0,2,4,6,14,2,0,5,4,23,0,,2022
505,Cameron Oliver,25,ATL,SF,2,0,43,10,15,0.667,1,3,0.333,9,12,0.75,0.7,2,3,0.667,2,4,6,3,1,1,0,5,23,0,,2022
506,Wes Iwundu,27,ATL,SF,3,1,82,8,18,0.444,3,5,0.6,5,13,0.385,0.528,3,4,0.75,3,10,13,0,1,0,1,8,22,0,,2022
507,Kai Jones,21,CHO,C,21,0,63,9,14,0.643,1,2,0.5,8,12,0.667,0.679,3,8,0.375,3,8,11,4,1,2,6,8,22,0,,2022
508,Freddie Gillespie,24,ORL,PF,9,2,119,9,22,0.409,0,1,0.0,9,21,0.429,0.409,3,7,0.429,13,23,36,5,3,9,5,18,21,0,,2022
509,Brodric Thomas,25,BOS,SG,12,0,60,8,18,0.444,2,9,0.222,6,9,0.667,0.5,3,5,0.6,2,8,10,11,1,1,6,7,21,0,,2022
510,Malik Fitts,24,2TM,PF,15,0,63,8,19,0.421,5,10,0.5,3,9,0.333,0.553,0,0,0.0,2,15,17,5,0,0,2,4,21,0,,2022
510,Malik Fitts,24,UTA,PF,7,0,35,2,9,0.222,2,4,0.5,0,5,0.0,0.333,0,0,0.0,0,10,10,0,0,0,2,3,6,0,,2022
510,Malik Fitts,24,BOS,PF,8,0,28,6,10,0.6,3,6,0.5,3,4,0.75,0.75,0,0,0.0,2,5,7,5,0,0,0,1,15,0,,2022
511,Rayjon Tucker,24,2TM,SG,5,0,71,6,9,0.667,4,5,0.8,2,4,0.5,0.889,5,7,0.714,3,5,8,10,4,0,1,5,21,0,,2022
511,Rayjon Tucker,24,DEN,SG,3,0,29,1,2,0.5,1,2,0.5,0,0,0.0,0.75,3,4,0.75,1,3,4,4,1,0,0,3,6,0,,2022
511,Rayjon Tucker,24,MIL,SG,2,0,42,5,7,0.714,3,3,1.0,2,4,0.5,0.929,2,3,0.667,2,2,4,6,3,0,1,2,15,0,,2022
512,Isaiah Todd,20,WAS,PF,12,0,74,7,26,0.269,4,16,0.25,3,10,0.3,0.346,2,6,0.333,3,9,12,4,4,2,4,4,20,0,,2022
513,Vernon Carey Jr.,20,2TM,C,7,1,44,7,13,0.538,0,0,0.0,7,13,0.538,0.538,6,13,0.462,8,4,12,0,2,1,3,4,20,0,,2022
513,Vernon Carey Jr.,20,CHO,C,4,1,17,3,6,0.5,0,0,0.0,3,6,0.5,0.5,2,3,0.667,3,2,5,0,1,0,1,1,8,0,,2022
513,Vernon Carey Jr.,20,WAS,C,3,0,27,4,7,0.571,0,0,0.0,4,7,0.571,0.571,4,10,0.4,5,2,7,0,1,1,2,3,12,0,,2022
514,Derrick Walton,26,DET,PG,3,3,108,6,26,0.231,3,13,0.231,3,13,0.231,0.288,4,4,1.0,2,8,10,21,7,4,11,8,19,0,,2022
515,Jeff Dowtin Jr.,24,3TM,PG,9,0,108,8,26,0.308,1,9,0.111,7,17,0.412,0.327,2,2,1.0,8,10,18,10,5,1,5,5,19,0,,2022
515,Jeff Dowtin Jr.,24,GSW,PG,4,0,28,3,6,0.5,0,1,0.0,3,5,0.6,0.5,0,0,0.0,1,6,7,3,0,1,1,2,6,0,,2022
515,Jeff Dowtin Jr.,24,MIL,PG,1,0,3,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,2022
515,Jeff Dowtin Jr.,24,ORL,PG,4,0,77,5,19,0.263,1,7,0.143,4,12,0.333,0.289,2,2,1.0,7,4,11,7,5,0,4,3,13,0,,2022
516,Gabriel Deck,26,OKC,PF,7,0,56,8,14,0.571,2,4,0.5,6,10,0.6,0.643,0,0,0.0,1,5,6,5,1,0,2,2,18,0,,2022
517,Nik Stauskas,28,2TM,SG,8,0,39,5,14,0.357,4,10,0.4,1,4,0.25,0.5,4,6,0.667,1,2,3,2,0,0,1,1,18,0,,2022
517,Nik Stauskas,28,MIA,SG,2,0,24,3,8,0.375,2,4,0.5,1,4,0.25,0.5,3,4,0.75,1,2,3,1,0,0,0,1,11,0,,2022
517,Nik Stauskas,28,BOS,SG,6,0,15,2,6,0.333,2,6,0.333,0,0,0.0,0.5,1,2,0.5,0,0,0,1,0,0,1,0,7,0,,2022
518,Marko Simonovic,22,CHI,C,9,0,35,4,15,0.267,1,5,0.2,3,10,0.3,0.3,8,11,0.727,5,5,10,0,1,1,2,6,17,0,,2022
519,Tyrone Wallace,27,NOP,SG,6,0,75,7,20,0.35,2,8,0.25,5,12,0.417,0.4,1,5,0.2,0,8,8,1,3,1,2,7,17,0,,2022
520,Tyler Johnson,29,2TM,PG,6,0,91,6,20,0.3,5,13,0.385,1,7,0.143,0.425,0,0,0.0,3,9,12,7,3,3,2,7,17,0,,2022
520,Tyler Johnson,29,PHI,PG,3,0,38,4,10,0.4,3,7,0.429,1,3,0.333,0.55,0,0,0.0,1,5,6,2,1,1,1,4,11,0,,2022
520,Tyler Johnson,29,SAS,PG,3,0,53,2,10,0.2,2,6,0.333,0,4,0.0,0.3,0,0,0.0,2,4,6,5,2,2,1,3,6,0,,2022
521,Ryan Arcidiacono,27,NYK,PG,10,0,76,6,12,0.5,4,9,0.444,2,3,0.667,0.667,0,0,0.0,0,8,8,4,1,0,3,5,16,0,,2022
522,RJ Nembhard Jr.,22,CLE,SG,14,0,63,6,18,0.333,0,2,0.0,6,16,0.375,0.333,3,4,0.75,3,4,7,12,1,0,3,2,15,0,,2022
523,Justin Jackson,26,2TM,SF,7,0,37,5,15,0.333,3,9,0.333,2,6,0.333,0.433,2,2,1.0,1,6,7,2,0,0,1,3,15,0,,2022
523,Justin Jackson,26,BOS,SF,1,0,2,0,1,0.0,0,0,0.0,0,1,0.0,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2,0,,2022
523,Justin Jackson,26,PHO,SF,6,0,35,5,14,0.357,3,9,0.333,2,5,0.4,0.464,0,0,0.0,1,6,7,2,0,0,1,3,13,0,,2022
524,Petr Cornelie,26,DEN,PF,13,0,38,5,15,0.333,1,8,0.125,4,7,0.571,0.367,3,4,0.75,7,7,14,3,1,1,4,7,14,0,,2022
525,Sekou Doumbouya,21,LAL,PF,2,0,16,5,8,0.625,1,2,0.5,4,6,0.667,0.688,3,4,0.75,2,4,6,0,3,2,2,1,14,0,,2022
526,Aleem Ford,24,ORL,SF,5,0,74,6,20,0.3,2,15,0.133,4,5,0.8,0.35,0,0,0.0,2,13,15,2,1,0,4,7,14,0,,2022
527,Cameron McGriff,24,POR,SF,3,0,46,5,14,0.357,2,6,0.333,3,8,0.375,0.429,2,2,1.0,6,9,15,3,0,1,0,7,14,0,,2022
528,Cassius Winston,23,WAS,PG,7,0,39,4,11,0.364,2,6,0.333,2,5,0.4,0.455,4,4,1.0,0,1,1,7,0,0,3,9,14,0,,2022
529,Langston Galloway,30,2TM,SG,7,0,107,6,26,0.231,2,16,0.125,4,10,0.4,0.269,0,0,0.0,3,15,18,12,1,0,6,7,14,0,,2022
529,Langston Galloway,30,BRK,SG,4,0,58,5,13,0.385,2,8,0.25,3,5,0.6,0.462,0,0,0.0,1,7,8,5,0,0,5,5,12,0,,2022
529,Langston Galloway,30,MIL,SG,3,0,49,1,13,0.077,0,8,0.0,1,5,0.2,0.077,0,0,0.0,2,8,10,7,1,0,1,2,2,0,,2022
530,Marcus Garrett,23,MIA,SG,12,0,128,5,21,0.238,1,4,0.25,4,17,0.235,0.262,2,5,0.4,9,14,23,7,5,3,2,16,13,0,,2022
531,Gabriel Lundberg,27,PHO,SG,4,0,44,5,19,0.263,3,8,0.375,2,11,0.182,0.342,0,0,0.0,2,5,7,11,3,0,3,7,13,0,,2022
532,Yves Pons,22,MEM,SF,12,0,71,5,16,0.313,3,9,0.333,2,7,0.286,0.406,0,2,0.0,5,7,12,1,1,4,1,6,13,0,,2022
533,Myles Powell,24,PHI,PG,11,0,52,5,17,0.294,1,6,0.167,4,11,0.364,0.324,2,2,1.0,1,5,6,3,1,0,3,8,13,0,,2022
534,Isaac Bonga,22,TOR,SF,15,0,69,3,13,0.231,1,4,0.25,2,9,0.222,0.269,5,8,0.625,4,3,7,4,8,2,2,10,12,0,,2022
535,Tacko Fall,26,CLE,C,11,1,59,5,12,0.417,0,0,0.0,5,12,0.417,0.417,2,7,0.286,7,16,23,2,0,6,3,3,12,0,,2022
536,Micah Potter,23,DET,C,3,0,31,5,11,0.455,0,2,0.0,5,9,0.556,0.455,2,2,1.0,4,5,9,0,1,1,1,4,12,0,,2022
537,Cheick Diallo,25,DET,C,3,0,31,3,8,0.375,0,0,0.0,3,8,0.375,0.375,5,6,0.833,4,8,12,0,1,0,1,6,11,0,,2022
538,Tremont Waters,24,2TM,PG,3,0,50,4,14,0.286,2,9,0.222,2,5,0.4,0.357,0,0,0.0,0,4,4,7,5,0,4,4,10,0,,2022
538,Tremont Waters,24,TOR,PG,2,0,42,3,12,0.25,2,9,0.222,1,3,0.333,0.333,0,0,0.0,0,4,4,7,4,0,4,2,8,0,,2022
538,Tremont Waters,24,WAS,PG,1,0,8,1,2,0.5,0,0,0.0,1,2,0.5,0.5,0,0,0.0,0,0,0,0,1,0,0,2,2,0,,2022
539,Daniel Oturu,22,TOR,C,3,0,27,3,6,0.5,0,1,0.0,3,5,0.6,0.5,3,5,0.6,1,4,5,0,0,2,0,1,9,0,,2022
540,Solomon Hill,30,ATL,SF,13,1,139,3,20,0.15,2,13,0.154,1,7,0.143,0.2,0,0,0.0,6,17,23,12,4,2,1,16,8,0,,2022
541,Malik Newman,24,CLE,PG,1,0,8,3,5,0.6,0,1,0.0,3,4,0.75,0.6,2,2,1.0,0,1,1,1,0,0,1,0,8,0,,2022
542,Gabe York,28,IND,SG,2,0,21,2,7,0.286,1,6,0.167,1,1,1.0,0.357,3,5,0.6,0,2,2,4,2,1,1,4,8,0,,2022
543,Mac McClung,23,2TM,SG,2,0,25,3,6,0.5,1,3,0.333,2,3,0.667,0.583,1,1,1.0,0,3,3,1,1,1,3,5,8,0,,2022
543,Mac McClung,23,CHI,PG,1,0,3,1,1,1.0,0,0,0.0,1,1,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,2,0,,2022
543,Mac McClung,23,LAL,SG,1,0,22,2,5,0.4,1,3,0.333,1,2,0.5,0.5,1,1,1.0,0,3,3,1,1,1,2,5,6,0,,2022
544,Sharife Cooper,20,ATL,PG,13,0,39,3,14,0.214,1,6,0.167,2,8,0.25,0.25,0,0,0.0,0,5,5,5,0,0,5,1,7,0,,2022
545,Eugene Omoruyi,24,DAL,SF,4,0,18,2,5,0.4,1,2,0.5,1,3,0.333,0.5,2,4,0.5,2,5,7,2,0,0,0,2,7,0,,2022
546,Robert Woodard II,22,SAC,SF,12,0,42,2,16,0.125,1,4,0.25,1,12,0.083,0.156,2,2,1.0,5,6,11,3,1,1,1,3,7,0,,2022
547,Paris Bass,26,PHO,SF,2,0,7,2,6,0.333,0,2,0.0,2,4,0.5,0.333,2,2,1.0,2,2,4,0,1,0,2,2,6,0,,2022
548,Dakota Mathias,26,MEM,SG,6,0,16,2,6,0.333,2,6,0.333,0,0,0.0,0.5,0,0,0.0,0,2,2,1,1,0,0,1,6,0,,2022
549,Norvel Pelle,28,UTA,C,3,0,19,3,5,0.6,0,0,0.0,3,5,0.6,0.6,0,0,0.0,3,3,6,0,0,1,2,1,6,0,,2022
550,Tre Scott,25,CLE,SF,2,0,11,3,6,0.5,0,1,0.0,3,5,0.6,0.5,0,0,0.0,1,1,2,0,1,1,0,2,6,0,,2022
551,Craig Sword,28,WAS,SG,3,0,19,3,4,0.75,0,1,0.0,3,3,1.0,0.75,0,0,0.0,0,0,0,1,4,0,1,7,6,0,,2022
552,Juwan Morgan,24,2TM,PF,2,0,31,2,3,0.667,1,2,0.5,1,1,1.0,0.833,0,0,0.0,2,2,4,1,0,0,0,3,5,0,,2022
552,Juwan Morgan,24,TOR,PF,1,0,27,2,3,0.667,1,2,0.5,1,1,1.0,0.833,0,0,0.0,2,2,4,1,0,0,0,3,5,0,,2022
552,Juwan Morgan,24,BOS,PF,1,0,4,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,2022
553,Miye Oni,24,UTA,SG,16,0,44,2,9,0.222,1,8,0.125,1,1,1.0,0.278,0,1,0.0,1,6,7,5,0,0,1,7,5,0,,2022
554,Jordan Schakel,23,WAS,SG,4,0,30,1,11,0.091,1,6,0.167,0,5,0.0,0.136,2,2,1.0,2,6,8,0,1,0,1,0,5,0,,2022
555,Wayne Selden,27,NYK,SG,3,0,19,1,4,0.25,1,2,0.5,0,2,0.0,0.375,2,4,0.5,0,1,1,1,0,0,0,1,5,0,,2022
556,Xavier Sneed,24,2TM,SF,9,0,39,2,10,0.2,1,8,0.125,1,2,0.5,0.25,0,0,0.0,2,4,6,1,0,0,0,2,5,0,,2022
556,Xavier Sneed,24,MEM,SF,2,0,8,0,2,0.0,0,2,0.0,0,0,0.0,0.0,0,0,0.0,1,1,2,0,0,0,0,2,0,0,,2022
556,Xavier Sneed,24,UTA,SF,7,0,31,2,8,0.25,1,6,0.167,1,2,0.5,0.313,0,0,0.0,1,3,4,1,0,0,0,0,5,0,,2022
557,McKinley Wright IV,23,MIN,PG,5,0,19,2,3,0.667,1,2,0.5,1,1,1.0,0.833,0,0,0.0,0,0,0,3,0,0,1,1,5,0,,2022
558,Moses Wright,23,2TM,PF,4,0,14,1,4,0.25,0,1,0.0,1,3,0.333,0.25,3,3,1.0,1,2,3,2,0,1,0,0,5,0,,2022
558,Moses Wright,23,LAC,PF,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,,2022
558,Moses Wright,23,DAL,PF,3,0,13,1,4,0.25,0,1,0.0,1,3,0.333,0.25,3,3,1.0,1,2,3,1,0,1,0,0,5,0,,2022
559,Darren Collison,34,LAL,PG,3,0,37,2,7,0.286,0,3,0.0,2,4,0.5,0.286,0,0,0.0,0,4,4,2,1,0,1,5,4,0,,2022
560,Damyean Dotson,27,NYK,SG,2,0,21,2,4,0.5,0,1,0.0,2,3,0.667,0.5,0,0,0.0,0,2,2,1,0,0,0,0,4,0,,2022
561,Shaquille Harrison,28,BRK,SG,2,0,23,2,6,0.333,0,2,0.0,2,4,0.5,0.333,0,0,0.0,1,3,4,3,1,1,2,3,4,0,,2022
562,Scotty Hopson,32,OKC,SG,1,0,18,2,4,0.5,0,1,0.0,2,3,0.667,0.5,0,0,0.0,0,1,1,1,0,0,2,1,4,0,,2022
563,Chandler Hutchison,25,PHO,SF,6,0,22,1,2,0.5,0,0,0.0,1,2,0.5,0.5,2,2,1.0,0,5,5,2,0,0,4,1,4,0,,2022
564,Jemerrio Jones,26,LAL,SF,2,0,15,2,3,0.667,0,0,0.0,2,3,0.667,0.667,0,0,0.0,2,1,3,0,1,0,0,2,4,0,,2022
565,Carlik Jones,24,2TM,PG,5,0,23,1,9,0.111,0,1,0.0,1,8,0.125,0.111,2,2,1.0,1,2,3,5,1,0,3,0,4,0,,2022
565,Carlik Jones,24,DAL,PG,3,0,19,0,7,0.0,0,1,0.0,0,6,0.0,0.0,2,2,1.0,1,2,3,5,1,0,3,0,2,0,,2022
565,Carlik Jones,24,DEN,PG,2,0,4,1,2,0.5,0,0,0.0,1,2,0.5,0.5,0,0,0.0,0,0,0,0,0,0,0,0,2,0,,2022
566,Rob Edwards,25,OKC,SG,2,0,11,1,4,0.25,1,4,0.25,0,0,0.0,0.375,0,0,0.0,0,3,3,0,0,0,1,0,3,0,,2022
567,Emmanuel Mudiay,25,SAC,PG,2,0,11,0,2,0.0,0,0,0.0,0,2,0.0,0.0,3,4,0.75,0,0,0,4,1,0,1,1,3,0,,2022
568,Matt Ryan,24,BOS,SF,1,0,5,1,5,0.2,1,5,0.2,0,0,0.0,0.3,0,0,0.0,0,0,0,0,1,0,0,0,3,0,,2022
569,Deividas Sirvydis,21,DET,SG,3,0,27,1,10,0.1,1,7,0.143,0,3,0.0,0.15,0,0,0.0,0,6,6,1,3,1,0,4,3,0,,2022
570,Joel Ayayi,21,WAS,SG,7,0,20,1,6,0.167,0,1,0.0,1,5,0.2,0.167,0,0,0.0,1,2,3,4,0,0,0,0,2,0,,2022
571,Shaq Buchanan,25,MEM,SG,2,0,10,1,4,0.25,0,2,0.0,1,2,0.5,0.25,0,0,0.0,1,1,2,2,1,0,2,1,2,0,,2022
572,Ahmad Caver,25,IND,SG,1,0,1,1,1,1.0,0,0,0.0,1,1,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,,2022
573,Jarron Cumberland,24,POR,SG,3,0,12,1,2,0.5,0,1,0.0,1,1,1.0,0.5,0,0,0.0,1,2,3,1,0,0,0,2,2,0,,2022
574,Aaron Henry,22,PHI,SF,6,0,17,1,5,0.2,0,1,0.0,1,4,0.25,0.2,0,0,0.0,0,1,1,0,0,2,2,2,2,0,,2022
575,DaQuan Jeffries,24,MEM,SG,3,0,9,1,2,0.5,0,1,0.0,1,1,1.0,0.5,0,0,0.0,0,2,2,1,0,0,0,1,2,0,,2022
576,Joe Johnson,40,BOS,SG,1,0,2,1,1,1.0,0,0,0.0,1,1,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,,2022
577,Jaylen Morris,26,SAS,SG,3,0,16,0,6,0.0,0,2,0.0,0,4,0.0,0.0,2,4,0.5,0,2,2,2,0,0,1,2,2,0,,2022
578,Jaden Springer,19,PHI,SG,2,0,6,1,1,1.0,0,0,0.0,1,1,1.0,1.0,0,0,0.0,1,1,2,0,0,2,1,0,2,0,,2022
579,Tyrell Terry,21,MEM,PG,2,0,3,1,1,1.0,0,0,0.0,1,1,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,1,2,0,,2022
580,George King,28,DAL,SF,4,0,19,0,5,0.0,0,4,0.0,0,1,0.0,0.0,1,2,0.5,0,5,5,0,0,0,1,4,1,0,,2022
581,Scottie Lewis,21,CHO,SG,2,0,7,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1,2,0.5,0,0,0,1,1,0,0,0,1,0,,2022
582,Cat Barber,27,ATL,PG,3,0,13,0,4,0.0,0,0,0.0,0,4,0.0,0.0,0,4,0.0,1,2,3,3,0,0,1,1,0,0,,2022
583,Jordan Bell,27,CHI,C,1,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,0,1,0,1,0,0,2,0,0,,2022
584,Zylan Cheatham,26,UTA,SF,1,0,5,0,3,0.0,0,2,0.0,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,2022
585,Sam Dekker,27,TOR,PF,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,2022
586,Javin DeLaurier,23,MIL,C,1,0,3,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,1,1,0,1,0,0,1,0,0,,2022
587,Jaime Echenique,24,WAS,C,1,0,3,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,2022
588,Jordan Goodwin,23,WAS,SG,2,0,6,0,3,0.0,0,1,0.0,0,2,0.0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,0,,2022
589,Tyler Hall,24,NYK,SG,1,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,2022
590,Nate Hinton,22,IND,SG,2,0,2,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,,2022
591,Jay Huff,23,LAL,C,4,0,20,0,3,0.0,0,2,0.0,0,1,0.0,0.0,0,0,0.0,1,3,4,1,1,1,1,1,0,0,,2022
592,Feron Hunt,22,NYK,SF,2,0,8,0,2,0.0,0,0,0.0,0,2,0.0,0.0,0,0,0.0,1,0,1,1,1,0,1,1,0,0,,2022
593,DeJon Jarreau,24,IND,SG,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,2022
594,David Johnson,20,TOR,SG,2,0,2,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,2022
595,Arnoldas Kulboka,24,CHO,SF,2,0,5,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,,2022
596,Anthony Lamb,24,SAS,SF,2,0,8,0,2,0.0,0,2,0.0,0,0,0.0,0.0,0,0,0.0,0,1,1,2,0,0,0,0,0,0,,2022
597,JaQuori McLaughlin,24,DAL,PG,4,0,11,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,0.0,0,0,0,2,0,0,0,1,0,0,,2022
598,C.J. Miles,34,BOS,SG,1,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,,2022
599,Matt Mooney,25,NYK,SG,1,0,2,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,,2022
600,Ade Murkey,24,SAC,SG,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,2022
601,Jaysean Paige,27,DET,PG,1,0,7,0,3,0.0,0,2,0.0,0,1,0.0,0.0,0,0,0.0,0,1,1,1,0,0,1,2,0,0,,2022
602,Trayvon Palmer,27,DET,SG,1,0,17,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0,2,2,0,0,0,1,2,0,0,,2022
603,Emanuel Terry,25,PHO,PF,3,0,18,0,5,0.0,0,0,0.0,0,5,0.0,0.0,0,0,0.0,8,7,15,2,1,0,5,4,0,0,,2022
604,Jon Teske,24,MEM,C,3,0,8,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,2,0.0,0,2,2,1,1,0,0,1,0,0,,2022
605,M.J. Walker,23,PHO,SG,2,0,8,0,4,0.0,0,2,0.0,0,2,0.0,0.0,0,0,0.0,0,1,1,1,2,0,0,1,0,0,,2022
0,League Average,0,,,0,0,0,0,0,0.461,0,0,0.354,0,0,0.533,0.532,0,0,0.775,0,0,0,0,0,0,0,0,0,0,,2022
